"annotation_id","annotator","comment","created_at","id","lead_time","product_name","rating","sentiment","updated_at","username" 
748,"1","Màu sắc:xanh
Đúng với mô tả:đúng
Chất liệu:nhựa

Tuởng là sẽ phải tự gắn sao, nhưng không nha shop tâm lý gắn zô luôn, quá là dễ thương:3333","2024-04-14T14:08:51.131922Z",489,1.707,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:08:51.131922Z","5_hk6_8adi"
749,"1","sản phẩm đúng với mô tả.shop đóng hàng cẩn thận. còn đc kiểm hàng trước khi nhận. rất hài lòng với cách làm việc của shop và shipper.cho shop đ10","2024-04-14T14:08:52.747604Z",490,1.415,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:08:52.747604Z","tditcuonggai747"
750,"1","mình nhận hàng rồi shop nhé.hàng đúng mô tả, shops đóng hàng kĩ, giao hàng nhanh...hi vọng sẽ bền. shop uy tín đáng mua nha mọi người.","2024-04-14T14:08:54.748735Z",491,1.8,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:08:54.748735Z","papethongli580"
751,"1","Sản Phẩm giao khá nhanh, dóng gói cẩn thận, sản phẩm đúng mô tả.mong là sủ dụng cũng sẽ bền.  sẽ mua tiếp lần sau..","2024-04-14T14:08:55.976665Z",492,1.027,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:08:55.976665Z","lrkccamhuong"
752,"1","Chất lượng sản phẩm:tốt
Tính năng nổi bật:nhỏ gọn
Đúng với mô tả:đúng

Máy đẹp, giá tiền phải chăng. Shop giao hàng nhanh, nhiệt tình. Hiệu suất xài tốt
Mong là sử dụng lâu,","2024-04-14T14:08:57.664802Z",493,4.13,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T13:33:57.059991Z","lequanghuyl"
753,"1","Hàng đẹp giá tốt, đầy đủ tem mác, ship hàng nhanh, nói chung nhìn uy tín lắm, lăn tăn mấy shop cuối cùng vẫn chọn shop này và đúng là đã k bị thất vọng, sau cần lại ủng hộ shop tiếp","2024-04-14T14:08:59.828037Z",494,1.959,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:08:59.828037Z","s*****f"
754,"1","Nhận hàng thực tế đúng với trong ảnh , shop bọc và gói hàng rất kĩ lưỡng , chất cotton thì khỏi phải bàn với mùa hè này rồi , vô cùng mát mẻ , giao hàng cũng rất là nhanh . Mua 1 sản phẩm mà được lời quá trời ❤️ . Sang , xịn , mịn và rất rẻ . Shop bán hàng rất có tâm , chị chủ tư vấn nhiệt tình . + 10 điểm thân thiện.","2024-04-14T14:09:01.853384Z",495,1.815,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:01.853384Z","loanvyd"
755,"1","Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng
Tính năng nổi bật:nhiều chức năng

Màu đẹp, shop bọc mấy lớp chống vỡ luôn. Gặp tí trục trặc thì shop hỗ trợ nhiệt tình","2024-04-14T14:09:03.171250Z",496,1.11,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:03.171250Z","nguyenthihayeny"
756,"1","Màu sắc:y hình
Đúng với mô tả:100%
Chất liệu:cốt phíp

Đẹp giá rẻ hơn so với shop khác . Hình ảnh trên mang tính chất minh họa để nhận xu","2024-04-14T14:09:04.277784Z",497,11.804,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"Spam","2024-04-14T14:09:18.752399Z","tuduynvn711"
757,"1","lúc đầu thích màu đỏ nhưng chồng bảo lấy màu bạc nhắn cho shop, shop chuyển cho màu bạc luôn. cảm ơn shop nhiều nhé
Hàng chính hãng , dùng thử thấy mạnh , xay nhuyễn lắm ạ","2024-04-14T14:09:32.859236Z",498,4.631,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:32.859236Z","quachnguyenk"
758,"1","Nhận hàng thực tế đúng với trong ảnh , shop bọc và gói hàng rất kĩ lưỡng , chất cotton thì khỏi phải bàn với mùa hè này rồi , vô cùng mát mẻ , giao hàng cũng rất là nhanh . Mua 1 sản phẩm mà được lời quá trời ❤️ . Sang , xịn , mịn và rất rẻ . Shop bán hàng rất có tâm , chị chủ tư vấn nhiệt tình . + 10 điểm thân thiện.","2024-04-14T14:09:35.160790Z",499,2.093,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:35.160790Z","43b3j93qkq"
759,"1","Tính năng nổi bật:đẹp
Đúng với mô tả:đúng
Chất lượng sản phẩm:tốt

máy xay khá khoẻ.shop đóng gói khá cẩn thận. giao hàng nhanh.hàng đúng mẫu mã
sản phẩm đúng hình ảnh,shop uy tín.5sao","2024-04-14T14:09:38.194877Z",500,2.827,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:38.194877Z","votienthangn5208"
760,"1","Chất lượng sản phầm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền lắm nha, thời gian giao hàng rất là nhanh, cho shop đánh giá 5 sao ạ","2024-04-14T14:09:39.910534Z",501,1.419,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:09:39.910534Z","smkygiakiet85"
761,"1","Nhận hàng thực tế đúng với trong ảnh , shop bọc và gói hàng rất kĩ lưỡng , giao hàng cũng rất là nhanh . Shop bán hàng rất có tâm , chị chủ tư vấn nhiệt tình . + 10 điểm thân thiện.","2024-04-14T14:09:41.444235Z",502,1.33,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:09:41.444235Z","helpluuvan"
762,"1","Shop rất vui vẻ, nhiệt tình
Shipper giao hàng nhanh, thân thiện
Sản phẩm được đóng gói cẩn thận, vuông vắn, chất lượng sản phẩm rất tốt. Nói chung là rất đáng mua phù hợp với túi tiền
Lần sau nếu dùng hết sẽ lại ủng hộ shop tiếp 😁😁😁","2024-04-14T14:09:42.996840Z",503,1.35,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:42.996840Z","ak096jh5uf"
763,"1","Shop đóng gói quá kỹ, sạch đẹp và đầy đủ
Chuẩn bị hàng và giao đến tay mình nhanh chóng rất là ưng về khoản này nha
Cũng ngắm đc cai  nữa của shop rồi sẽ quay lại và ủng hộ tiếp<3","2024-04-14T14:09:44.371268Z",504,1.172,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:09:44.371268Z","vvrmtrongpham822"
764,"1","Shop rất vui vẻ, nhiệt tình
Shipper giao hàng nhanh, thân thiện
Sản phẩm được đóng gói cẩn thận, vuông vắn, chất lượng sản phẩm rất tốt. Nói chung là rất đáng mua phù hợp với túi tiền
Lần sau nếu dùng hết sẽ lại ủng hộ shop tiếp 😁😁😁","2024-04-14T14:09:46.329700Z",505,1.753,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:46.329700Z","huebuigvb2533"
765,"1","Shop giao hàng nhanh, đóng gói cẩn thận, chuẩn bị hàng cũng nhanh luôn, shipper giao hàng thân thiện. Sẽ quay lại mua hàng nếu cần thiết. Cảm ơn shop!","2024-04-14T14:09:47.934295Z",506,1.403,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:47.934295Z","gdudlinhtrinh"
766,"1","Hàng rẻ mà còn tuyệ vời nữa . Xịn không còn gì để nói nữa, dùng mê thích lắm ạ . Đóng gói chất lượng đẹp , giao hàng nhanh nhắm . 😋😋😘😘😘","2024-04-14T14:09:49.353792Z",507,1.207,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:49.353792Z","trangueikqcd"
767,"1","Shop giao hàng nhanh, đóng gói cẩn thận, chuẩn bị hàng cũng nhanh luôn, shipper giao hàng thân thiện. Sẽ quay lại mua hàng nếu cần thiết. Cảm ơn shop!","2024-04-14T14:09:50.561967Z",508,1.003,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:50.561967Z","xqleuelaa0"
768,"1","Shop giao hàng nhanh, đóng gói cẩn thận, chuẩn bị hàng cũng nhanh luôn, shipper giao hàng thân thiện. Sẽ quay lại mua hàng nếu cần thiết. Cảm ơn shop!","2024-04-14T14:09:51.762512Z",509,0.992,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:51.762512Z","nguyenductrblh401"
769,"1","Đúng với mô tả:đúng
Tính năng nổi bật:đẹp,đa năng
Chất lượng sản phẩm:tốt

sản phẩm đúng như mô tả được kiểm tra hàng trước khi nhận, shop phục vụ nhiệt tình đêm săn sale nhắn tin hỏi shop vẫn trả lời. 10 điểm ạ","2024-04-14T14:09:54.048367Z",510,2.084,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:54.048367Z","phatrickyq"
770,"1","Hàng đẹp giá tốt, đầy đủ tem mác, ship hàng nhanh, nói chung nhìn uy tín lắm, lăn tăn mấy shop cuối cùng vẫn chọn shop này và đúng là đã k bị thất vọng, sau cần lại ủng hộ shop tiếp","2024-04-14T14:09:55.549404Z",511,1.281,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:55.549404Z","fs1ovaxvaq"
771,"1","Hàng đẹp giá tốt, đầy đủ tem mác, ship hàng nhanh, nói chung nhìn uy tín lắm, lăn tăn mấy shop cuối cùng vẫn chọn shop này và đúng là đã k bị thất vọng, sau cần lại ủng hộ shop tiếp","2024-04-14T14:09:56.853661Z",512,1.085,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:56.853661Z","nthuyeny9249"
772,"1","Sản phẩm giống hệt như shop mô tả, shop bán hàng rất chất lượng, giao hàng nhanh lắm nha, đóng gói cẩn thận và kĩ càng đến lúc bóc hàng luôn, cảm ơn shop","2024-04-14T14:09:58.286589Z",513,1.215,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T14:09:58.286589Z","oyczemgaimo569"
773,"1","shop đóng gói cẩn thận đẹp mình rất là thích cách đóng gói của shop bên trong có cuộn bọc nilon nữa hehe ,shop giao nhanh lém mn nên muaaaa nkaa","2024-04-14T14:09:59.694345Z",514,1.202,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:09:59.694345Z","dungbuijom3563"
774,"1","Hàng đúng như các chị comment. Giao hàng cực nhanh. Đóng gói rất cẩn thận. Hàng chất lượng giá lại rẻ nữa. Cảm ơn Shop. Sản phẩm nên mua","2024-04-14T14:10:00.919708Z",515,1.019,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T14:10:00.919708Z","thanhthanhvuk4195"
816,"1","Giao hàng nhanh 
Đóng gói sản phẩm cẩn thận và chắc chắn 
Shop tư vấn nhiệt tình và chu đáo 
Sản phẩm đúng mô tả","2024-04-14T15:08:55.635673Z",516,3.866,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T15:08:55.635673Z","_ly_5de2tt"
5023,"1","Giao hàng nhanh 
Đóng gói sản phẩm cẩn thận và chắc chắn 
Shop tư vấn nhiệt tình và chu đáo 
Sản phẩm đúng mô tả","2024-04-15T08:36:04.439035Z",517,1.803,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T08:36:04.439035Z","luongconmcl"
4816,"1","Giao đúng màu, gói hàng kỹ, hàng rất đẹp lun. Thời gian giao hàng cũng rất nhanh, còn về độ bền thì mình xài lâu mới biết được. Nói chung cũng khá ok, mọi người nên mua nhé!","2024-04-15T08:17:27.202338Z",518,3.274,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T08:17:27.202338Z","rnahhoangmai"
4817,"1","Giao đúng màu, gói hàng kỹ, hàng rất đẹp lun. Thời gian giao hàng cũng rất nhanh, còn về độ bền thì mình xài lâu mới biết được. Nói chung cũng khá ok, mọi người nên mua nhé!","2024-04-15T08:17:32.862892Z",519,3.954,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T08:17:32.862892Z","7ukk7pljpq"
4818,"1","Giao đúng màu, gói hàng kỹ, hàng rất đẹp lun. Thời gian giao hàng cũng rất nhanh, còn về độ bền thì mình xài lâu mới biết được. Nói chung cũng khá ok, mọi người nên mua nhé!","2024-04-15T08:17:38.303727Z",520,3.402,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T08:17:38.303727Z","bhh0tbckpn"
4819,"1","Giao đúng màu, gói hàng kỹ, hàng rất đẹp lun. Thời gian giao hàng cũng rất nhanh, còn về độ bền thì mình xài lâu mới biết được. Nói chung cũng khá ok, mọi người nên mua nhé!","2024-04-15T08:17:45.207020Z",521,5.112,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T08:17:45.207020Z","trangueikqcd"
3996,"1","Mình đã nhận được hàng của shop và thấy trên cả mong đợi. Ship nhanh, mình đặt chỉ sau 2 ngày là nhận được, mình rất ưng cảm ơn shop rất nhìu!!!!","2024-04-15T04:23:26.318266Z",522,2.763,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T04:23:26.318266Z","k6084xiacu"
3997,"1","Mình đã nhận được hàng của shop và thấy trên cả mong đợi. Ship nhanh, mình đặt chỉ sau 2 ngày là nhận được, mình rất ưng cảm ơn shop rất nhìu!!!!","2024-04-15T04:23:31.817761Z",523,2.253,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T04:23:31.817761Z","khangtrange1851"
4225,"1","Kiểu dáng mẫu mã rất ok nhé anh em!
Đóng gọi kĩ càng, em mới nhận nên chưađẹp ạ thử nhưng nhìn chất lượng bên ngoài rất hài lòng!","2024-04-15T04:44:12.753417Z",524,3.741,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T04:44:12.754410Z","nguyenthuhienq6472"
4542,"1","Hàng đóng gói rất chắc chắn và cẩn thận, dùng tốt bảo hành được lâu nữa nói chung là rất đáng đồng tiền bát gạo","2024-04-15T07:46:57.095206Z",525,3.286,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T07:46:57.095206Z","kkok1xxw56"
4544,"1","Hàng đóng gói rất chắc chắn và cẩn thận, dùng tốt bảo hành được lâu nữa nói chung là rất đáng đồng tiền bát gạo","2024-04-15T07:47:16.617308Z",526,8.126999999999999,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T07:47:16.617308Z","cuongvuongnuu"
2179,"1","Chất liệu:OK fip
Màu sắc:đẹp
Đúng với mô tả:ok

Ok hàng đẹp chất lượng, ngon hơn mua trên Facebook vì có nhiều sự lựa chọn.","2024-04-14T17:48:26.130421Z",527,2.704,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T17:48:26.130421Z","h2ms5ik2jb"
1420,"1","sản phẩm đúng như mô tả được kiểm tra hàng trước khi nhận, shop phục vụ nhiệt tình đêm săn sale nhắn tin hỏi shop vẫn trả lời. 10 điểm ạ","2024-04-14T16:12:09.845530Z",528,3.027,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:12:09.846533Z","tranngongkp2677"
1421,"1","sản phẩm đúng như mô tả được kiểm tra hàng trước khi nhận, shop phục vụ nhiệt tình đêm săn sale nhắn tin hỏi shop vẫn trả lời. 10 điểm ạ","2024-04-14T16:12:12.826525Z",529,1.718,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:12:12.826525Z","lethithanhlamyji9593"
444,"1","đã dùng thử và thấy ổn.shop đóng gói kĩ giao hàng nhanh.thích nhất là đc kiểm hàng trước..shop uy tin 5sao","2024-04-14T13:55:11.396729Z",530,6.606,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T13:55:11.396729Z","qkuohienhoa643"
1461,"1","sản phẩm chất lượng tốt. Đúng với mô tả. đóng gói chắc chắn, giao hàng nhanh.","2024-04-14T16:16:33.976507Z",531,4.69,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T16:16:33.976507Z","mqfelinhan"
1422,"1","sản phẩm đúng mô tả, đóng gói cẩn thận .nhận hàng mà cực kỳ ưng luôn..giao hàng cũng nhanh nữa..shop oke la","2024-04-14T16:12:15.534936Z",532,1.502,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T16:12:15.534936Z","xcaetranthisen891"
3253,"1","Sản phẩm đóng gói chắc chẮn bẰng bìa cát tông giá cả phải chăng đúng mẫu mã sẽ ủng hộ shop lần tiếp theo","2024-04-14T19:59:48.633606Z",533,2.337,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T19:59:48.633606Z","nguyenkimanc827"
1313,"1","êm ái. Tốt hơn mình tưởng tượng rất là nhiều. Shop có check hàng trước gửi, bao bọc chống sốc cẩn thận.","2024-04-14T15:55:23.192870Z",534,1.751,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T15:55:23.192870Z","phamvanbachrpt6555"
1721,"1","hàng đẹp. Nhạn hàng khá là ưng ý.cho shop 5*","2024-04-14T16:57:39.025601Z",535,1.893,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T16:57:39.025601Z","llocbobon"
3209,"1","Sử dụng rất tốt 
Giá hợp lí siêu xịn
Có nhiều công dụng
Đáng mua
Giá lại rẻ nữa
Ok nha","2024-04-14T19:56:03.413397Z",536,2.331,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T19:56:03.413397Z","lethithanhlamyji9593"
4046,"1","Màu đẹp, shop bọc mấy lớp chống vỡ luôn. Gặp tí trục trặc thì shop hỗ trợ nhiệt tình","2024-04-15T04:27:08.139951Z",537,1.385,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T04:27:08.139951Z","anhlsquynhi3136"
1613,"1","mình nhận hàng và thấy hàng ook. đầy đủ tem mác, đóng gói cẩn thận.ship cũng khá nhanh.shop uy tín.nên mua nha m.n","2024-04-14T16:44:50.868903Z",538,2.114,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T16:44:50.869904Z","ubfolamnam616"
3210,"1","Sử dụng rất tốt 
Giá hợp lí siêu xịn
Có nhiều công dụng
Đáng mua
Giá lại rẻ nữa
Ok nha","2024-04-14T19:56:08.084661Z",539,2.453,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T19:56:08.084661Z","jiwqu4vgjs"
5055,"1","GIAO HÀNG NHANH
ĐÓNG GÓI HÀNG CẨN THẬN 
SHOP TƯ VẤN NHIỆT TÌNH","2024-04-15T08:42:44.020905Z",540,1.337,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"Spam","2024-04-15T08:42:44.020905Z","nstfsusususu232"
1482,"1","shop đóng gói khá cẩn thận. giao hàng nhanh.hàng đúng mẫu mã
sản phẩm đúng hình ảnh,shop uy tín.5sao","2024-04-14T16:17:55.857660Z",541,3.47,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:17:55.857660Z","rw6a6g863j"
434,"1","đóng gói khá cẩn thận.giao hàng nhanh.hàng đúng mẫu mã.shop cần phát huy ạ. cho shop 5sa0","2024-04-14T13:54:17.967553Z",542,7.093,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"Spam","2024-04-14T13:54:26.475649Z","2m55wz68zu"
4039,"1","Máy dùng thích ,có con nhỏ xài Ok ,thuận tiện.Shop rất cẩn thận bọc đồ rất kĩ.Mình hài lòng","2024-04-15T04:26:41.745754Z",543,2.245,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T04:26:41.745754Z","phamyenlinhtdn7319"
435,"1","đóng gói khá cẩn thận.giao hàng nhanh.hàng đúng mẫu mã.shop cần phát huy ạ. cho shop 5sa0","2024-04-14T13:54:29.735343Z",544,2.338,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"Spam","2024-04-14T13:54:29.735343Z","rbntp5pd07"
436,"1","đóng gói khá cẩn thận.giao hàng nhanh.hàng đúng mẫu mã.shop cần phát huy ạ. cho shop 5sa0","2024-04-14T13:54:32.580446Z",545,1.421,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"Spam","2024-04-14T13:54:32.580446Z","dungbuijom3563"
1448,"1","sản phẩm ok, giao hàng nhanh. đóng hàng kĩ. shop uy tín","2024-04-14T16:14:19.097590Z",546,1.59,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:14:19.097590Z","cfvbtamel"
5902,"1","Đúng với mô tả:dung
Màu sắc:xanh
Chất liệu:tot

Hàng ok. Giao nhanh. Rẻ. Nên mua nha quý dị. Sẽ ủng hộ tiếp","2024-04-15T14:01:22.253995Z",547,1.639,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-15T14:01:22.253995Z","t*****k"
3552,"1","Shop giao hàng siêu nhanh.chất lượng sản phẩm tuyệt vời, nhận hàng cực hài lòng ạ 👍","2024-04-14T20:30:17.476239Z",548,2.619,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-14T20:30:17.476239Z","jqabalisale"
3314,"1","Sản phẩm rất tốt các bạn nên dùng thử shop còn rất nhiệt tình giao hàng nhanh mk sẽ ủng hộ shop nhiều hơn","2024-04-14T20:05:44.586186Z",549,3.112,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T20:05:44.586186Z","vanmyphamp6113"
4799,"1","Giáo hàng nhanh nha theo đánh giá cá nhân của mình thì chất lượng là tốt.","2024-04-15T08:16:09.798848Z",550,2.642,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-15T08:16:09.798848Z","glbdcongly"
1503,"1","shop dóng hàng rất cẩn thận. sản phẩm đúng với mô tả, đầy đủ tem mác cho shop 5sao uy tín","2024-04-14T16:19:11.539319Z",551,1.53,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:19:11.539319Z","cikwqyjnzp"
1876,"1","chất lượng khỏi bàn luôn ạ,  đóng gói cũng rất cẩn thận ạ, mọi người nên mua nhé!!","2024-04-14T17:10:21.420162Z",552,1.62,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T17:10:21.420162Z","todangdapdauug"
1729,"1","hàng đúng mô tả.shop đóng gói khá cẩn thận.giao hàng nhanh.sẽ ủng hộ shop tiếp ..","2024-04-14T16:58:17.722381Z",553,3.091,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:58:17.722381Z","bqw317_h_3"
4971,"1","Giao hàng nhanh đóng gói cẩn thận. Rẻ hơn các shop khác đó. Tóm lại là ưng.","2024-04-15T08:31:39.697148Z",554,3.405,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T08:31:39.697148Z","tongthiquyeb662"
5090,"1","Dùng tốt nha, giao hàng nhanh, dùng thử tốt, tiền nào của nấy, tuyệt vời !","2024-04-15T08:45:11.970229Z",555,2.871,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T08:45:11.970229Z","thanhmani3439"
1722,"1","hàng đẹp, đúng mô tả, gaio hàng nhanh,dóng gói khá cẩn thận.10đ","2024-04-14T16:57:41.968122Z",556,1.554,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:57:41.968122Z","0k_z1zreka"
1737,"1","hàng ook..đã nhận hàng và thấy khá tốt.đúng với mô tả.đón gói quá nhiều đãn đến việc mở hàng hơi ốn thời gian.. đáng mua nha mọi người.","2024-04-14T16:59:59.182508Z",557,4.836,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:59:59.182508Z","pzbllyphan587"
4938,"1","Giao hàng nhanh, sản phẩm đúng với hình ảnh shop cung cấp, sẽ ủng hộ shop những lần tiếp theo","2024-04-15T08:29:07.779585Z",558,2.655,"(Tặng Sao) Mũ cối cốt phíp SIÊU BỀN, mũ cối xanh truyền thống,bền đẹp chắc chắn",5,"No Spam","2024-04-15T08:29:07.779585Z","cplaphucnguyen"
442,"1","đã nhận hàng và thấy shop làm ăn uy tín.gói hàng cẩn thận,sản phẩm đung mô tả,có tem mác đầy đủ.5sao","2024-04-14T13:55:00.089299Z",559,5.421,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T13:55:00.089299Z","kypcbaobanh"
1494,"1","shop giao hàng đúng hình,giống mo tả. shop gói hàng còn kĩ hơn cả bánh trưng ngoài chợ..cho shop5* uy tín","2024-04-14T16:18:38.971368Z",560,1.691,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:18:38.971368Z","qwkzkieuthu"
1597,"1","nhận hàng giống với trên ảnh. cần phát huy thêm như vậy.cho shop 10 điểm uy tin..","2024-04-14T16:43:55.639720Z",561,1.69,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T16:43:55.639720Z","sbhuneyyobi715"
3893,"1","Nhận hàng thực tế đúng với trong ảnh , shop bọc và gói hàng rất kĩ lưỡng","2024-04-15T04:12:59.434058Z",562,2.064,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T04:12:59.434058Z","5zuiuai46d"
3894,"1","Nhận hàng thực tế đúng với trong ảnh , shop bọc và gói hàng rất kĩ lưỡng","2024-04-15T04:13:09.621451Z",563,8.836,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-15T04:13:09.621451Z","huyendieui3391"
1751,"1","hàng chuẩn y mẫu. giao hnagf nhanh, thân thiện nữa.5sao","2024-04-14T17:00:58.288510Z",564,1.374,"🍓Máy xay sinh tố Kangaroo KG2B2",5,"No Spam","2024-04-14T17:00:58.288510Z","bp2hvn5fjk"
